Name	Date	Longitude	Latitude	Chlorophyll_mean	Chlorophyll_sigma	num_passes
Odra_pos_2_156	2022-07-01	16.87095269	51.23618623	NaN	NaN	NaN
Odra_pos_2_157	2022-07-01	16.85218419	51.24091303	NaN	NaN	NaN
Odra_pos_2_158	2022-07-01	16.83649258	51.25026138	NaN	NaN	NaN
Odra_pos_2_159	2022-07-01	16.81896712	51.25860597	NaN	NaN	NaN
Odra_pos_2_160	2022-07-01	16.79956128	51.25986038	NaN	NaN	NaN
Odra_pos_2_161	2022-07-01	16.77960025	51.2595083	NaN	NaN	NaN
Odra_pos_2_162	2022-07-01	16.75987164	51.25997606	NaN	NaN	NaN
Odra_pos_2_163	2022-07-01	16.74171715	51.25752146	NaN	NaN	NaN
Odra_pos_2_164	2022-07-01	16.72210768	51.25720347	NaN	NaN	NaN
Odra_pos_2_165	2022-07-01	16.70433341	51.24898296	NaN	NaN	NaN
Odra_pos_2_166	2022-07-01	16.68704949	51.24354222	NaN	NaN	NaN
Odra_pos_2_167	2022-07-01	16.66882476	51.24998355	NaN	NaN	NaN
Odra_pos_2_168	2022-07-01	16.64885725	51.24663407	NaN	NaN	NaN
Odra_pos_2_169	2022-07-01	16.62953916	51.25115979	NaN	NaN	NaN
Odra_pos_2_170	2022-07-01	16.61085013	51.24667767	NaN	NaN	NaN
Odra_pos_2_171	2022-07-01	16.59215592	51.24026251	NaN	NaN	NaN
Odra_pos_2_172	2022-07-01	16.57639225	51.24778657	NaN	NaN	NaN
Odra_pos_2_173	2022-07-01	16.5571454	51.24607805	NaN	NaN	NaN
Odra_pos_2_174	2022-07-01	16.53787522	51.24357574	NaN	NaN	NaN
Odra_pos_2_175	2022-07-01	16.51959133	51.23689894	NaN	NaN	NaN
Odra_pos_2_176	2022-07-01	16.50261464	51.22678483	NaN	NaN	NaN
Odra_pos_2_177	2022-07-01	16.48319777	51.22816538	NaN	NaN	NaN
Odra_pos_2_178	2022-07-01	16.4713306	51.23813952	NaN	NaN	NaN
Odra_pos_2_179	2022-07-01	16.46877375	51.25219201	NaN	NaN	NaN
Odra_pos_2_180	2022-07-01	16.46435794	51.2646363	NaN	NaN	NaN
Odra_pos_2_181	2022-07-01	16.44918086	51.27444097	NaN	NaN	NaN
Odra_pos_2_182	2022-07-01	16.43044674	51.27897854	NaN	NaN	NaN
Odra_pos_2_183	2022-07-01	16.42028453	51.29443942	NaN	NaN	NaN
Odra_pos_2_184	2022-07-01	16.43309632	51.3070507	NaN	NaN	NaN
Odra_pos_2_185	2022-07-01	16.44931222	51.31893992	NaN	NaN	NaN
Odra_pos_2_186	2022-07-01	16.4577565	51.33164509	NaN	NaN	NaN
Odra_pos_2_187	2022-07-01	16.45691033	51.34956106	NaN	NaN	NaN
Odra_pos_2_188	2022-07-01	16.46906069	51.36200196	NaN	NaN	NaN
Odra_pos_2_189	2022-07-01	16.47071058	51.37382173	NaN	NaN	NaN
Odra_pos_2_190	2022-07-01	16.46215811	51.39048025	NaN	NaN	NaN
Odra_pos_2_191	2022-07-01	16.45155314	51.40429575	NaN	NaN	NaN
Odra_pos_2_192	2022-07-01	16.44624659	51.42036694	NaN	NaN	NaN
Odra_pos_2_193	2022-07-01	16.44141315	51.43516179	NaN	NaN	NaN
Odra_pos_2_194	2022-07-01	16.44707231	51.45337655	NaN	NaN	NaN
Odra_pos_2_195	2022-07-01	16.45065867	51.47292299	NaN	NaN	NaN
Odra_pos_2_196	2022-07-01	16.45431484	51.49248233	NaN	NaN	NaN
